ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_ID,Part_Of_Speech,Original_Translation,Text_ID,Record_Number,Speaker_ID
convcosnoind-111,yab,"aaa, tëwï ma",aaa	tëwï	ma,ah	3PRO	RST,that's all (auto),,,convcosnoind-111,intj	pn	part,eso no más,convcosnoind,111,anfo
convcosnoind-112,yab,"toto tëwï musika ti, kwaraijyawë",toto	tëwï	musika	ti	kwaraijyawë,non_Indian	3PRO	***	HSY	***,,,,convcosnoind-112,n	pn	?	part	?,,convcosnoind,112,pape
convcosnoind-113,yab,kwase mokontomo këyatajpë sukase,kwase	mokontomo	këyatajpë	sukase,how	2PL.PRO	?	all,how you all grew up (auto),,,convcosnoind-113,part	pn	?	adv,cómo crecieron todos ustedes,convcosnoind,113,pape
convcosnoind-114,yab,kamprake,kamprake,?,large (auto),,,convcosnoind-114,?,grande,convcosnoind,114,anfo
convcosnoind-115,yab,këyajtëja,këyajtëja,***,did not grow ### (auto),,,convcosnoind-115,?,no crecieron ###,convcosnoind,115,pape
convcosnoind-116,yab,"iyawë takï kamprake ejnë chi yawëno rë taji rë,",i-yawë	takï	kamprake	ejnë	chi	yawë-no	rë	taji	rë,3-LOC	CNFRM	?	1+2PRO	?	LOC-NMLZ	EMP	FOC	EMP,at that time we were already big (auto),,,convcosnoind-116,postp	part	?	pn	?	n	part	part	part,en ese momento ya eramos grandes,convcosnoind,116,anfo
convcosnoind-117,yab,"Wajiwotomo wepïjpë takï, Wajiwotom",wajiwotomo	wepïjpë	takï	wajiwotom,***	?	CNFRM	***,when the jiwis arrived (auto),,,convcosnoind-117,?	?	part	?,cuando los jiwis llegaron,convcosnoind,117,anfo
convcosnoind-118,yab,marajai'bë tajto mare,marajai'bë	tajto	mare,***	***	?,who are called marajai'bë (auto),,,convcosnoind-118,?	?	?,que le dicen marajai'bë,convcosnoind,118,anfo
convcosnoind-119,yab,wïrë nwajtëjpë takï wejsapë,wïrë	nwajtëjpë	takï	wejsapë,1PRO	?	CNFRM	?,yo bailé (auto),,,convcosnoind-119,pn	?	part	?,yo bailé,convcosnoind,119,anfo
convcosnoind-120,yab,"nwarë takï, tototomo naike tajtoj mare",nwa=rë	takï	toto-tomo	nai-∅-ke	taj-toj	mare,thus=EMP	CNFRM	non_Indian-PL	do-ACNNMLZ-PROP	say-CIRC.NMLZ	?,now they use the things of the creoles (auto),,,convcosnoind-120,part	part	n	adv	n	?,ahora se utilizan las cosas de los criollos,convcosnoind,120,pape
convcosnoind-121,yab,"arikuwa ma taji ejnë ya, lampara tajtoj mare wejsapë, arikuwa",arikuwa	ma	taji	ejnë	ya	lampara	taj-toj	mare	wejsapë	arikuwa,***	RST	FOC	1+2PRO	?	***	say-CIRC.NMLZ	?	?	***,what is called lamp was tuft (auto),,,convcosnoind-121,?	part	part	pn	?	?	n	?	?	?,lo que se llama lámpara era mechón,convcosnoind,121,anfo
convcosnoind-122,yab,ejnë tëwï nairi,ejnë	tëwï	nairi,1+2PRO	3PRO	?,that is our (auto),,,convcosnoind-122,pn	pn	?,eso es nuestro,convcosnoind,122,anfo
convcosnoind-123,yab,enirëno ma takï lampara ta tajtoj mare ta,enirë-no	ma	takï	lampara	ta	taj-toj	mare	ta,now-NMLZ	RST	CNFRM	***	?	say-CIRC.NMLZ	?	?,now is that they say it lamp (we use then) (auto),,,convcosnoind-123,n	part	part	?	?	n	?	?,ahorita es que lo dicen lámpara (usamos pues),convcosnoind,123,anfo
convcosnoind-124,yab,ejnë wepatopo,ejnë	wepatopo,1+2PRO	***,to enlighten us (auto),,,convcosnoind-124,pn	?,para alumbrarnos,convcosnoind,124,anfo
convcosnoind-125,yab,mariya pïnika penajrë wejsapë,mariya	pïnika	penajrë	wejsapë,***	?	***	?,the knife has been there for a long time (auto),,,convcosnoind-125,?	?	?	?,el cuchillo estaba será hace tiempo,convcosnoind,125,anfo
convcosnoind-126,yab,ati ke ejnë yoti yamanë wejsapë tëwï,ati	ke	ejnë	y-oti-∅	yamanë-∅	wej-sapë	tëwï,?	INS	1+2PRO	LK-meat-PERT	make-IPFV	COP-PFV	3PRO,with that we used to prepare the meat (auto),,,convcosnoind-126,?	postp	pn	n	vt	vi	pn,con ese preparabamos la carne,convcosnoind,126,anfo
convcosnoind-127,yab,supara,supara,***,el machete (auto),,,convcosnoind-127,?,el machete,convcosnoind,127,anfo
convcosnoind-128,yab,ejnë yumpano,ejnë	yumpano,1+2PRO	***,our parents (auto),,,convcosnoind-128,pn	?,nuestros padres,convcosnoind,128,pape
convcosnoind-129,yab,ejnë najpïtomo tëwï takï,ejnë	najpïtomo	tëwï	takï,1+2PRO	?	3PRO	CNFRM,"they, our grandparents (auto)",,,convcosnoind-129,pn	?	pn	part,"ellos, los abuelos de nosotros",convcosnoind,129,pape
convcosnoind-130,yab,aniki Netu ya nepïjpë pïnika wejsapë supara waraijne penajrë,aniki	netu	ya	nepï-jpë	pïnika	wejsapë	supara	waraijne	penajrë,who	***	ERG	bring-PST	?	?	***	***	***,"this one, Nestor brought the machete a long time ago. (auto)",,,convcosnoind-130,pn	?	postp	vt	?	?	?	?	?,"este, Nestor lo trajo el machete hace tiempo",convcosnoind,130,anpe
convcosnoind-131,yab,yajtëpe sa Melicio pano chiyawë,yajtëpe	sa	melicio	pano	chiyawë,***	EVAL	M.	FMR	when,"before, when Melicio Perez was (auto)",,,convcosnoind-131,?	part	n	part	part,"antes, cuando estaba Melicio Perez",convcosnoind,131,anfo
convcosnoind-132,yab,tëwï ya nepïjpë wejsapë,tëwï	ya	nepï-jpë	wej-sapë,3PRO	ERG	bring-PST	COP-PFV,he brought it (auto),,,convcosnoind-132,pn	postp	vt	vi,él lo trajo,convcosnoind,132,anfo
convcosnoind-133,yab,parapi warai pïnika tawara rë enirëpëke ma,parapi	warai	pïnika	tawara	rë	enirëpëke	ma,***	like	?	too	EMP	***	RST,the plate is also perhaps from now (auto),,,convcosnoind-133,?	postp	?	adv	part	?	part,el plato es también tal vez de ahora,convcosnoind,133,pape
convcosnoind-134,yab,ejnë seremajpë takï ati yawëno ma,ejnë	seremajpë	takï	ati	yawë-no	ma,1+2PRO	?	CNFRM	?	LOC-NMLZ	RST,what we were eating (auto),,,convcosnoind-134,pn	?	part	?	n	part,en qué será que comiamos,convcosnoind,134,anfo
convcosnoind-135,yab,ërinë yawëno ma,ërinë	yawë-no	ma,cooking_pot	LOC-NMLZ	RST,in the clay pailita (auto),,,convcosnoind-135,n	n	part,en la pailita de barro,convcosnoind,135,anfo
convcosnoind-136,yab,nono tëwï,nono	tëwï,earth	3PRO,that one is made of clay (auto),,,convcosnoind-136,n	pn,ese es de barro,convcosnoind,136,pape
convcosnoind-137,yab,nono yërinë,nono	y-ërinë-∅,earth	LK-cooking_pot-PERT,clay pot (auto),,,convcosnoind-137,n	n,olla de barro,convcosnoind,137,anfo
convcosnoind-138,yab,ejnë ijmojkatopo,ejnë	ijmojka-topo,1+2PRO	cook-CIRC.NMLZ,for us to cook (auto),,,convcosnoind-138,pn	n,para nosotros cocinar,convcosnoind,138,anfo
convcosnoind-139,yab,enirëno ma takï parankana tajtoj mare tajne ya,enirë-no	ma	takï	parankana	taj-toj	mare	ta-jne	ya,now-NMLZ	RST	CNFRM	***	say-CIRC.NMLZ	?	3-PL	?,"nowadays, what is called ""palangana"" is no longer used. (auto)",,,convcosnoind-139,n	part	part	?	n	?	pn	?,ahora no más que se usa lo que se llama palangana,convcosnoind,139,anfo
convcosnoind-140,yab,toto nairi,toto	nairi,non_Indian	?,,,,convcosnoind-140,n	?,,convcosnoind,140,anfo
convcosnoind-141,yab,saparari parë,sapara-ri	parë,heavy_pot-PERT	also,the heavy pot also (auto),,,convcosnoind-141,n	part,la olla pesada también,convcosnoind,141,anfo
convcosnoind-142,yab,saparari pïnika penajrë chijpë,sapara-ri	pïnika	penajrë	chijpë,heavy_pot-PERT	?	***	?,The paila is perhaps from before (auto),,,convcosnoind-142,n	?	?	?,`la paila es tal vez de antes,convcosnoind,142,pape
convcosnoind-143,yab,ë'ë pïnika,ë'ë	pïnika,yes	?,maybe (auto),,,convcosnoind-143,intj	?,a lo mejor,convcosnoind,143,anfo
convcosnoind-144,yab,enirëno ma takï sukase pataka mare,enirë-no	ma	takï	sukase	pataka-∅	mare,now-NMLZ	RST	CNFRM	all	take_out-IPFV	?,now it all comes out (auto),,,convcosnoind-144,n	part	part	adv	vt	?,ahora sale todo,convcosnoind,144,anfo
convcosnoind-145,yab,enwarë ejnë ojojpatoj mare,enwarë	ejnë	ojojpatoj	mare,***	1+2PRO	***	?,so we had to take (auto),,,convcosnoind-145,?	pn	?	?,así teníamos para tomar,convcosnoind,145,anfo
convcosnoind-146,yab,wanata ma wejsapë ejnë ojojpatopo,wanata	ma	wejsapë	ejnë	ojojpatopo,***	RST	?	1+2PRO	***,only the totuma was for drinking (auto),,,convcosnoind-146,?	part	?	pn	?,solamente la totuma era para tomar,convcosnoind,146,anfo
convcosnoind-147,yab,apontë marë neke n ti mëtë wejsapë apontë,apontë	marë	neke	n	ti	mëtë	wej-sapë	apontë,***	?	CNTR	INTS	HSY	?	COP-PFV	***," 'what the chair is, it already existed. (auto)",,,convcosnoind-147,?	?	part	part	part	?	vi	?," ‘lo que es la silla, ya existía",convcosnoind,147,anfo
convcosnoind-148,yab,"yëye warë, kani pëijpë",yëye	wa=rë	ka-ni	pëijpë,tree	thus=EMP	take_out-AGTNMLZ	***,and of morrocoy shell (auto),,,convcosnoind-148,n	part	n	?,"de palo, y de concha de morrocoy",convcosnoind,148,anfo
convcosnoind-149,yab,"warë tajne yamanëri, yëye yamansapë tokoke mare, apontë",wa=rë	ta-jne	yamanëri	yëye	yamansapë	tokoke	mare	apontë,thus=EMP	3-PL	?	?	?	***	?	***,"prepared the concave stick, to seat (auto)",,,convcosnoind-149,part	pn	?	?	?	?	?	?,"preparaban el palo concavo, para sentar",convcosnoind,149,anfo
convcosnoind-150,yab,tëwï ma wejsapë ejnë yapontëri,tëwï	ma	wejsapë	ejnë	yapontëri,3PRO	RST	?	1+2PRO	***,that was just our seat (auto),,,convcosnoind-150,pn	part	?	pn	?,eso nada más era nuestro asiento,convcosnoind,150,anfo
convcosnoind-151,yab,apontë,apontë,***,,,,convcosnoind-151,?,,convcosnoind,151,anfo
convcosnoind-152,yab,pïrarë en warai pïrarë,pïrarë	en	warai	pïrarë,NEG.EXIST	PROX.INAN	like	NEG.EXIST,there was none like this one (auto),,,convcosnoind-152,part	dem	postp	part,no había como este,convcosnoind,152,anfo
convcosnoind-153,yab,"mërë warai tawara rë pïrarë wejsapë, ëjka?",mërë	warai	tawara	rë	pïrarë	wejsapë	ëjka,?	like	too	EMP	NEG.EXIST	?	right,"there was no one like it, right (auto)",,,convcosnoind-153,?	postp	adv	part	part	?	part,"como ese no había , verdad",convcosnoind,153,anfo
convcosnoind-154,yab,ejnserema wejsapë ati pinji poye ma,ejnserema	wejsapë	ati	pinji	poye	ma,***	?	?	***	above	RST,we ate about what (auto),,,convcosnoind-154,?	?	?	?	postp	part,comiamos sobre que,convcosnoind,154,pape
convcosnoind-155,yab,turima po ma,tu-ri=ma	po	ma,give-ACNNMLZ=RST	LOC	RST,on the mat (auto),,,convcosnoind-155,n	postp	part,sobre la estera,convcosnoind,155,pape
convcosnoind-156,yab,poroko,poroko,basket.sp,estera (auto),,,convcosnoind-156,n,estera,convcosnoind,156,anfo
convcosnoind-157,yab,nono po ma ejnë serema wejsapë,nono	po	ma	ejnë	serema	wej-sapë,earth	LOC	RST	1+2PRO	?	COP-PFV,we ate on the floor no more (auto),,,convcosnoind-157,n	postp	part	pn	?	vi,comíamos en el piso no más,convcosnoind,157,anfo
convcosnoind-158,yab,enirëno ma seneri mërë warai,enirë-no	ma	seneri	mërë	warai,now-NMLZ	RST	?	?	like,now it just looks like that (auto),,,convcosnoind-158,n	part	?	?	postp,ahora no más es que se ve como eso,convcosnoind,158,anfo
convcosnoind-159,yab,penajrë takï ejnë yewenke wejsapë,penajrë	takï	ejnë	y-ewenke	wejsapë,***	CNFRM	1+2PRO	LK-ignorant	?,before we did not know (auto),,,convcosnoind-159,?	part	pn	postp	?,antes no conociamos,convcosnoind,159,pape
convcosnoind-160,yab,tëwï narë ma pïnika,tëwï	narë	ma	pïnika,3PRO	***	RST	?,that nothing else (auto),,,convcosnoind-160,pn	?	part	?,ese nada más,convcosnoind,160,anfo
convestsjm-1,yab,kwase ne iyajtëpe ti,kwase	ne	iyajtëpe	ti,how	INTS	?	HSY,how did it start? (auto),,,convestsjm-1,part	part	?	part,¿cómo empezó?,convestsjm,1,anfo
convestsjm-2,yab,"iyajtëpe wejyakatojpe, papera ejnë ëmpantojpe ti",iyajtëpe	wejyakatojpe	papera	ejnë	ëmpantojpe	ti,?	***	***	1+2PRO	?	HSY,"at the beginning, the paper was for us to study (auto)",,,convestsjm-2,?	?	?	pn	?	part,"al principio, el papel era para nosotros estudiar",convestsjm,2,pape
convestsjm-3,yab,"tajtojpe neke ne, wejsapë takï",tajtojpe	neke	ne	wejsapë	takï,?	CNTR	INTS	?	CNFRM,"this..., was... (auto)",,,convestsjm-3,?	part	part	?	part,"este..., era...",convestsjm,3,pape
convestsjm-4,yab,"ejnë yewenke wejsapë wejtane takï, warë ta ejnë ëmpanse",ejnë	y-ewenke	wejsapë	wejtane	takï	wa=rë	ta	ejnë	ëmpanse,1+2PRO	LK-ignorant	?	?	CNFRM	thus=EMP	?	1+2PRO	?,although we did not know anything but we learned (auto),,,convestsjm-4,pn	postp	?	?	part	part	?	pn	?,aunque nosotros no sabíamos nada pero aprendimos,convestsjm,4,pape
convestsjm-5,yab,tajtojpe neke ne,tajtojpe	neke	ne,?	CNTR	INTS,so it was (auto),,,convestsjm-5,?	part	part,así era,convestsjm,5,pape
convestsjm-6,yab,irëjpë warë,irëjpë	wa=rë,then	thus=EMP,then... (auto),,,convestsjm-6,adv	part,después...,convestsjm,6,pape
convestsjm-7,yab,"enirë tajtojpe ne, enirë takï tajtojpe neke ne, ejnë wepïja teijpo",enirë	tajtojpe	ne	enirë	takï	tajtojpe	neke	ne	ejnë	wepï-ja	teijpo,?	?	INTS	?	CNFRM	?	CNTR	INTS	1+2PRO	come-NEG	far,today we are not going far (auto),,,convestsjm-7,?	?	part	?	part	?	part	part	pn	vi	adv,hoy en día no vamos lejos,convestsjm,7,pape
convestsjm-8,yab,wejtane ejnë ëmpanse intipijkë ma,wejtane	ejnë	ëmpanse	intipijkë	ma,?	1+2PRO	?	small	RST,but we learned very little (auto),,,convestsjm-8,?	pn	?	adv	part,sin embargo nosotros aprendimos muy poco,convestsjm,8,pape
convestsjm-9,yab,"wejtane, enirë takï, mukuton takï...",wejtane	enirë	takï	muku-ton	takï,?	?	CNFRM	child-PL	CNFRM,"However, nowadays, children... (auto)",,,convestsjm-9,?	?	part	n	part,"sin embargo, hoy en día, los niños...",convestsjm,9,pape
convestsjm-10,yab,"tëwï wejyatë wejtane, ëmpamïja",tëwï	wejyatë	wejtane	ëmpamï-ja,3PRO	***	?	learn-NEG,"even though he is close to home, he does not learn (auto)",,,convestsjm-10,pn	?	?	vi,"aunque está cerca de su casa, no aprende",convestsjm,10,pape
convestsjm-11,yab,"tawara chipëkë ta, wïrë tase kwa chipëkë, mokontomo wejyatë takï teijpojra",tawara	chipëkë	ta	wïrë	tase	kwa	chipëkë	mokontomo	wejyatë	takï	teijpo=jra,too	***	?	1PRO	?	how	***	2PL.PRO	***	CNFRM	far=NEG,"so, I say, how, it's in your house, close by. (auto)",,,convestsjm-11,adv	?	?	pn	?	part	?	pn	?	part	adv,"por eso, yo digo, cómo, está en la casa de ustedes, cerca",convestsjm,11,pape
convestsjm-12,yab,ejkwela tëwï yïwïtï wejtane mokontomo ëmpamïja tawara chipëkë,ejkwela	tëwï	y-ïwïtï-∅	wejtane	mokontomo	ëmpamï-ja	tawara	chipëkë,***	3PRO	LK-house-PERT	?	2PL.PRO	learn-NEG	too	***,"school but you don't learn, that's why you don't learn (auto)",,,convestsjm-12,?	pn	n	?	pn	vi	adv	?,"la escuela pero ustedes no aprenden, por eso",convestsjm,12,pape
convestsjm-13,yab,wïrë tanijpë,wïrë	tanijpë,1PRO	***,as I say (auto),,,convestsjm-13,pn	?,como yo digo,convestsjm,13,pape
convestsjm-14,yab,"mukutom pana, uya'ratom pana",muku-tom	pana	u-ya'ra-∅-tom	pana,child-PL	?	1-grandchild-PERT-PL	?,"to the children, to my grandchildren (auto)",,,convestsjm-14,n	?	n	?,"a los niños, a los nietos mios",convestsjm,14,pape
convestsjm-15,yab,wïrë taro,wïrë	taro,1PRO	?,I say (auto),,,convestsjm-15,pn	?,yo digo,convestsjm,15,pape
convestsjm-16,yab,mënë,mënë,***,¿usted? (auto),,,convestsjm-16,?,¿usted?,convestsjm,16,pape
convestsjm-17,yab,¿ wïrë?,wïrë,1PRO,¿yo? (auto),,,convestsjm-17,pn,¿yo?,convestsjm,17,anfo
convestsjm-18,yab,tawarama wïrë taro uya'ra pëkë,tawara=ma	wïrë	taro	u-ya'ra-∅	pëkë,too=RST	1PRO	?	1-grandchild-PERT	about,I say the same about my granddaughter (auto),,,convestsjm-18,adv	pn	?	n	postp,así mismo digo sobre mi nieta,convestsjm,18,anfo
convestsjm-19,yab,ëmpampëjtëkë ta wïrë ya,ëmpam-pëj-të-kë	ta-∅	wïrë	ya,learn-PLUR-PL-IMP	say-IPFV	1PRO	ERG,learn' I say (auto),,,convestsjm-19,vi	vt	pn	postp,aprendan’ digo yo,convestsjm,19,anfo
convestsjm-20,yab,"enirë, tajtojpe neke ne",enirë	tajtojpe	neke	ne,?	?	CNTR	INTS,"now, this... (auto)",,,convestsjm-20,?	?	part	part,"ahora, este...",convestsjm,20,anfo
convestsjm-21,yab,"tatunemï moronkapojra mokontomo ya, ëmpampëjtëkë ta wïrë ya",tatunemï	moronka-po-∅=jra	mokontomo	ya	ëmpam-pëj-të-kë	ta-∅	wïrë	ya,***	make_suffer-DES-IPFV=NEG	2PL.PRO	ERG	learn-PLUR-PL-IMP	say-IPFV	1PRO	ERG,"so as not to wear heat, learn, I say (auto)",,,convestsjm-21,?	vt	pn	postp	vi	vt	pn	postp,"para no llevar calor, aprendan, digo yo",convestsjm,21,anfo
convestsjm-22,yab,irë wejtane taropojra tajne ya uya'ratomo ya,irë	wejtane	taro-po-∅=jra	ta-jne	ya	u-ya'ra-∅-tomo	ya,3ANA.INAN	?	say-DES-IPFV=NEG	3-PL	ERG	1-grandchild-PERT-PL	?,but they don't want my grandchildren (auto),,,convestsjm-22,dem	?	vt	pn	postp	n	?,así pero no quieren ellos mis nietos,convestsjm,22,anfo
convestsjm-23,yab,waraijtokomo pëkë ma chiri,waraijtokomo	pëkë	ma	chiri,man	about	RST	?,is only interested in men (auto),,,convestsjm-23,n	postp	part	?,sólo esta interesada en los hombres,convestsjm,23,anfo
convestsjm-24,yab,ijtëpëti mïjna,ijtëpëti	mïjna,?	there.ALL,anda pa'lla and pa'cá (auto),,,convestsjm-24,?	adv,anda pa'lla y pa'cá,convestsjm,24,anfo
convestsjm-25,yab,papera pëkë këyaja,papera	pëkë	këya-ja,***	about	think-NEG,not interested in studies (auto),,,convestsjm-25,?	postp	vi,no le interesa los estudios,convestsjm,25,anfo
convestsjm-26,yab,ëmpamtoj marë pëkë,ëmpam-toj	marë	pëkë,learn-CIRC.NMLZ	?	about,by the study (auto),,,convestsjm-26,n	?	postp,por el estudio,convestsjm,26,anfo
convestsjm-27,yab,tawaraij takï chikontomo,tawaraij	takï	chi-∅-kontomo,too	CNFRM	COP-IPFV-PL,así son (auto),,,convestsjm-27,adv	part	vi,así son,convestsjm,27,pape
convestsjm-28,yab,entë ma tajtojpe ne teijpojra wejtane,entë	ma	tajtojpe	ne	teijpo=jra	wejtane,here.LOC	RST	?	INTS	far=NEG	?,"here, that is, near (auto)",,,convestsjm-28,adv	part	?	part	adv	?,"aquí, o sea, cerca",convestsjm,28,pape
convestsjm-29,yab,tawaraij pïni takï ejnë wejsapë,tawaraij	pïni	takï	ejnë	wejsapë,too	NEG	CNFRM	1+2PRO	?,it was not for us (auto),,,convestsjm-29,adv	part	part	pn	?,así no era para nosotros,convestsjm,29,pape
convestsjm-30,yab,"ejnë wepï wejtane teijpo, intipijkë ejnë ëmpanse",ejnë	wepï	wejtane	teijpo	intipijkë	ejnë	ëmpanse,1+2PRO	?	?	far	small	1+2PRO	?,"although we came from far away, we learned little (auto)",,,convestsjm-30,pn	?	?	adv	adv	pn	?,"aunque veníamos de lejos, aprendimos poco",convestsjm,30,pape
convestsjm-31,yab,"mïntë sa ejnë ëmpamïja chipëkë, tajne ya tajtojpe ejnë yenepeja chipëkë, tajtojpe neke ne",mïntë	sa	ejnë	ëmpamï-ja	chipëkë	ta-jne	ya	tajtojpe	ejnë	yenepe-ja	chipëkë	tajtojpe	neke	ne,there.LOC	EVAL	1+2PRO	learn-NEG	***	3-PL	ERG	?	1+2PRO	send_away-NEG	***	?	CNTR	INTS,"!because we didn't learn more, because they didn't scare us (translation absent) (auto)",,,convestsjm-31,adv	part	pn	vi	?	pn	postp	?	pn	vt	?	?	part	part,"!porque no aprendimos mas, porque ellos no nos espantaron (traduccion ausente)",convestsjm,31,pape
convestsjm-32,yab,"teijpo wejsapë tajte kene, ëmpantojpe mïntë sa",teijpo	wejsapë	tajte	kene	ëmpantojpe	mïntë	sa,far	?	***	***	?	there.LOC	EVAL,was too far away to learn more (auto),,,convestsjm-32,adv	?	?	?	?	adv	part,estaba muy lejos para aprender más,convestsjm,32,pape
convestsjm-33,yab,tajtojpe neke ne,tajtojpe	neke	ne,?	CNTR	INTS,this ... (auto),,,convestsjm-33,?	part	part,este...,convestsjm,33,pape
convestsjm-34,yab,enirë takï tawarajra,enirë	takï	tawara=jra,?	CNFRM	too=NEG,is not the way it is now (auto),,,convestsjm-34,?	part	adv,no es así como ahora,convestsjm,34,pape
convestsjm-35,yab,entë ma teijpojra wejtane,entë	ma	teijpo=jra	wejtane,here.LOC	RST	far=NEG	?,although it is close to here (auto),,,convestsjm-35,adv	part	adv	?,aunque está cerca de aquí,convestsjm,35,pape
convestsjm-36,yab,ëmpamïjakontomo,ëmpamï-ja-kontomo,learn-NEG-PL,no aprenden (auto),,,convestsjm-36,vi,no aprenden,convestsjm,36,pape
convestsjm-37,yab,"tajtojpe neke ne, takune chikontomo tëwïsantomo mukutomo",tajtojpe	neke	ne	takune	chi-∅-kontomo	tëwïsantomo	mukutomo,?	CNTR	INTS	***	COP-IPFV-PL	3PRO.PL	?,the boys are lazy (auto),,,convestsjm-37,?	part	part	?	vi	pn	?,los muchachos son flojos,convestsjm,37,pape
convestsjm-38,yab,tawara wïrë,tawara	wïrë,too	1PRO,that's what I say (auto),,,convestsjm-38,adv	pn,así digo yo,convestsjm,38,pape
convestsjm-39,yab,"tawara tanijpë takï wïrë tajtojpe enipëke, wïrë tajtojpe neke ne wïrë, këyajtë tajtojpe",tawara	tanijpë	takï	wïrë	tajtojpe	enipëke	wïrë	tajtojpe	neke	ne	wïrë	këyajtë	tajtojpe,too	***	CNFRM	1PRO	?	***	1PRO	?	CNTR	INTS	1PRO	***	?,"so I say, what I think now (auto)",,,convestsjm-39,adv	?	part	pn	?	?	pn	?	part	part	pn	?	?,"así digo yo, lo que pienso yo ahora",convestsjm,39,pape
convestsjm-40,yab,mërë wa wïrë chi yawë chiri wïrë takï,mërë	wa	wïrë	chi-∅	yawë	chiri	wïrë	takï,?	thus	1PRO	COP-ACNNMLZ	LOC	?	1PRO	CNFRM,if it were me (auto),,,convestsjm-40,?	part	pn	n	postp	?	pn	part,si fuera yo así,convestsjm,40,pape
convestsjm-41,yab,mïntë sa uyëmpatawë chiripo tase papera pëkë intojpe,mïntë	sa	uyëmpatawë	chiripo	tase	papera	pëkë	intojpe,there.LOC	EVAL	***	***	?	***	about	?,I would know more (auto),,,convestsjm-41,adv	part	?	?	?	?	postp	?,yo supiera más ,convestsjm,41,pape
convestsjm-42,yab,tawara chipëkë takï wïrë ëmpamïja wejsapë tase wïrë,tawara	chipëkë	takï	wïrë	ëmpamï-ja	wejsapë	tase	wïrë,too	***	CNFRM	1PRO	learn-NEG	?	?	1PRO,"as it was so I did not learn, I say (auto)",,,convestsjm-42,adv	?	part	pn	vi	?	?	pn,"como era así yo no aprendí, digo",convestsjm,42,pape
convestsjm-43,yab,enirë tajtojpe neke ne,enirë	tajtojpe	neke	ne,?	?	CNTR	INTS,today (auto),,,convestsjm-43,?	?	part	part,hoy en día,convestsjm,43,pape
convestsjm-44,yab,enirë tajtojpe neke ne pïrarë tajtojpe yapijtomo tajtojpe neke ne wïrë,enirë	tajtojpe	neke	ne	pïrarë	tajtojpe	yapijtomo	tajtojpe	neke	ne	wïrë,?	?	CNTR	INTS	NEG.EXIST	?	old	?	CNTR	INTS	1PRO,"now I don't plan to study anymore, I am old (auto)",,,convestsjm-44,?	?	part	part	part	?	n	?	part	part	pn,"ahora ya no pienso más estudiar, estoy viejo",convestsjm,44,pape
